chromosome	position	strand	refGenome	reads	subject	externalSampleID	internalSampleID	cellType	timePoint	estAbund	relAbund	nearestFeature	inFeature	nearestFeatureStrand	inFeatureExon	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist
chr12	87864186	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02258	FALSE	+	FALSE	58436	KITLG	628605
chr12	92582163	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02397	FALSE	+	FALSE	98215	BTG1	-436265
chr12	99057431	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ANKS1B	TRUE	-	FALSE	-0	APAF1	321997
chr12	108989224	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SVOP	TRUE	-	FALSE	0	CORO1C	-257673
chr12	111188852	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CUX2	TRUE	+	FALSE	0	PPP1CC	-445873
chr12	115066418	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	TBX3	FALSE	-	FALSE	-382253	PTPN11	2556499
chr12	11859675	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ETV6	TRUE	+	FALSE	-0	ETV6	-0
chr12	122000703	+	hg38	75	testPatient	testPatient	GTSP9991	T-CELLS	M1	3	0.058788947677836566	WDR66	TRUE	+	FALSE	-0	BCL7A	-21181
chr12	122025263	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	BCL7A	TRUE	+	FALSE	0	BCL7A	0
chr12	124069446	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ZNF664-RFLNA	TRUE	+	FALSE	0	NCOR2	254963
chr12	17297910	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02378	FALSE	-	FALSE	283911	SKP1P2	307281
chr12	17873614	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MIR3974	FALSE	+	FALSE	200219	SKP1P2	882985
chr12	19900968	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02398	FALSE	+	FALSE	-113715	RECQL	1567940
chr12	20338818	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PDE3A	FALSE	+	FALSE	-30425	RECQL	1130090
chr12	32566326	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	FGD4	TRUE	+	FALSE	-0	PTHLH	-4594342
chr12	33789640	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ALG10	FALSE	+	FALSE	-232639	PTHLH	-5817656
chr12	4070210	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CCND2-AS1	FALSE	-	FALSE	178555	CCND2-AS1	178555
chr12	45349772	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ANO6	TRUE	+	FALSE	-0	ARID2	-379935
chr12	4677769	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	NDUFA9	TRUE	+	FALSE	-0	FGF6	-232154
chr12	47322806	+	hg38	100	testPatient	testPatient	GTSP9991	T-CELLS	M1	4	0.07838526357044875	LOC105369747	FALSE	-	FALSE	-15406	PCED1B	86142
chr12	51167745	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	TFCP2	TRUE	-	FALSE	0	CELA1	160696
chr12	60569083	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SLC16A7	FALSE	+	FALSE	779227	USP15	-1691255
chr12	7633502	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	APOBEC1	FALSE	-	FALSE	15896	C3AR1	423340
chr12	80364074	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	OTOGL	TRUE	+	FALSE	-0	PAWR	-672976
chr12	85627545	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	RASSF9	FALSE	-	FALSE	177006	KITLG	2865246
chr12	91326008	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	DCN	FALSE	-	FALSE	-142883	BTG1	814268
chr12	91531704	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	DCN	FALSE	-	FALSE	-348579	BTG1	608572
chr12	92971195	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC643339	FALSE	-	FALSE	32561	SOCS2	-598625
chr12	98724287	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	APAF1	TRUE	+	FALSE	-0	APAF1	-0
chr13	108776498	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MYO16	TRUE	+	FALSE	0	TNFSF13B	468013
chr13	23536888	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	TNFRSF19	FALSE	+	FALSE	-33480	FGF9	1832386
chr13	29076759	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MTUS2	TRUE	+	FALSE	0	FLT1	-581630
chr13	34542920	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02343,LINC00457	TRUE	+,-	FALSE	0	STARD13	-866084
chr13	35647908	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	NBEA	TRUE	+	FALSE	-0	STARD13	-1971072
chr13	37926325	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	TRPC4	FALSE	-	FALSE	-55899	FOXO1	2629337
chr13	40188842	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00332	TRUE	+	TRUE	-0	FOXO1	366820
chr13	40272556	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00548	FALSE	-	FALSE	-52053	FOXO1	283106
chr13	46875002	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	HTR2A	TRUE	-	FALSE	0	LCP1	-692677
chr13	47891475	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00562	FALSE	-	FALSE	38676	RB1	-412270
chr13	49229336	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC105370203	FALSE	-	FALSE	6175	RB1	747445
chr13	49833971	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	KPNA3	FALSE	-	FALSE	-41049	DLEU2	148576
chr13	51713598	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	WDFY2	TRUE	+	FALSE	-0	INTS6	-260458
chr13	54731425	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MIR1297	FALSE	-	FALSE	-419376	OLFM4	1679363
chr13	57748239	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PCDH17	FALSE	+	FALSE	19307	OLFM4	4696177
chr13	60751434	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00378	FALSE	+	FALSE	55627	OLFM4	7699372
chr13	65528053	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC01052	FALSE	+	FALSE	-337992	KLF5	-7526921
chr13	67891558	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00364	FALSE	+	FALSE	511563	KLF5	-5163416
chr13	69164675	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00383	FALSE	+	FALSE	-57669	KLF5	-3890299
chr13	70856054	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00348	FALSE	+	FALSE	-159085	KLF5	-2198920
chr13	71564776	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	DACH1	TRUE	-	FALSE	-0	KLF5	-1490198
chr13	72037801	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	DACH1	FALSE	-	FALSE	-170608	KLF5	-1017173
chr13	82204680	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00564	FALSE	-	FALSE	-977696	POU4F1	-3601119
chr13	88265558	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC105370306	FALSE	+	FALSE	29475	MIR17	-3085045
chr13	89831561	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00559	FALSE	-	FALSE	228684	MIR17	-1519042
chr13	95320449	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ABCC4	FALSE	-	FALSE	-19002	RAP2A	-2113770
chr13	97667203	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	RAP2A	FALSE	+	FALSE	199204	RAP2A	199204
chr13	100148202	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PCCA	TRUE	+	FALSE	0	FGF14	1572651
chr13	101959123	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	FGF14	TRUE	-	FALSE	-0	FGF14	-0
chr13	104323952	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC01309	FALSE	+	FALSE	896266	ERCC5	1447950
chr13	112277502	+	hg38	50	testPatient	testPatient	GTSP9991	T-CELLS	M1	2	0.03919263178522438	LOC101928730	FALSE	-	FALSE	-4501	GAS6	1543045
chr13	20882051	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	XPO4	TRUE	-	FALSE	0	LATS2	90983
chr13	23248955	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SGCG	TRUE	+	FALSE	0	FGF9	1544453
chr13	28274861	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PAN3	TRUE	+	FALSE	-0	FLT1	25483
chr13	32673480	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PDS5B	TRUE	+	FALSE	0	PDS5B	0
chr13	33964474	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	RFC3	TRUE	+	FALSE	-0	STARD13	-287638
chr13	34425154	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02343	TRUE	+	FALSE	0	STARD13	-748318
chr13	39184645	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	NHLRC3	FALSE	+	FALSE	134535	FOXO1	1371017
chr13	54262401	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MIR1297	FALSE	-	FALSE	49569	OLFM4	1210339
chr13	57501558	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PCDH17	FALSE	+	FALSE	-130095	OLFM4	4449496
chr13	58617200	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00374	FALSE	-	FALSE	-384082	OLFM4	5565138
chr13	63714068	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00395	TRUE	-	FALSE	0	KLF5	-9340906
chr13	69565752	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	KLHL1	FALSE	-	FALSE	134839	KLF5	-3489222
chr13	74234506	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00402	TRUE	+	FALSE	0	KLF5	1156963
chr13	78826678	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00331	TRUE	-	FALSE	0	POU4F1	-223117
chr13	80955437	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00377	FALSE	+	FALSE	-62952	POU4F1	-2351876
chr13	82066769	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00564	FALSE	-	FALSE	-839785	POU4F1	-3463208
chr13	82449046	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00564	FALSE	-	FALSE	-1222062	POU4F1	-3845485
chr13	83276786	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SLITRK1	FALSE	-	FALSE	600417	POU4F1	-4673225
chr13	89729777	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00353	FALSE	-	FALSE	-165363	MIR17	-1620826
chr13	90684023	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC01049	FALSE	+	FALSE	148680	MIR17	-666580
chr13	93777765	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	GPC6	TRUE	+	FALSE	0	GPC5	910527
chr13	94051286	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	GPC6	TRUE	+	FALSE	-0	GPC5	1184048
chr13	95571958	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CLDN10	TRUE	+	FALSE	-0	RAP2A	-1862261
chr13	98192168	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	FARP1	TRUE	+	FALSE	0	RAP2A	724169
chr13	99429139	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	UBAC2	FALSE	+	FALSE	42639	RAP2A	1961140
chr14	101171932	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02285	FALSE	+	FALSE	48386	MEG3	310905
chr14	101373863	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC00524	FALSE	-	FALSE	32122	MEG3	512836
chr14	104740021	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ADSSL1	TRUE	+	FALSE	-0	AKT1	29326
chr14	22079907	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC105370401	FALSE	-	FALSE	299496	MMP14	-756624
chr14	28604729	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	FOXG1-AS1	FALSE	-	FALSE	120511	FOXG1	-162341
chr14	30049835	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PRKD1	FALSE	-	FALSE	-122092	PRKD1	-122092
chr14	35403750	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	NFKBIA	TRUE	-	TRUE	0	NFKBIA	0
chr14	37394141	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MIPOL1	TRUE	+	FALSE	-0	FOXA1	195409
chr14	45535884	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02303	FALSE	-	FALSE	170372	FSCB	-1028587
chr14	59530220	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CCDC175	TRUE	-	FALSE	-0	SIX1	1114477
chr14	70637258	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC101928075	TRUE	-	FALSE	0	ZFP36L1	-1841014
chr14	71201693	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PCNX1	FALSE	+	FALSE	86310	ZFP36L1	-2405449
chr14	75810720	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	TTLL5	TRUE	+	FALSE	-0	TGFB3	147339
chr14	83281306	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02301	FALSE	+	FALSE	574480	SEL1L	-1747444
chr14	87376720	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02330	FALSE	-	FALSE	257657	PTPN21	1089056
chr14	91039325	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	RPS6KA5	TRUE	-	FALSE	0	GPR68	193205
chr14	92503095	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SLC24A4	FALSE	+	FALSE	1613	GOLGA5	-291134
chr14	101252705	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02285	FALSE	+	FALSE	129159	MEG3	391678
chr14	102783903	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	TRAF3	TRUE	+	FALSE	0	TRAF3	0
chr14	105347058	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PACS2	TRUE	+	FALSE	0	MTA1	-72789
chr14	25597870	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	STXBP6	FALSE	-	FALSE	-547572	BCL2L2	2286110
chr14	25832936	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	NOVA1	FALSE	-	FALSE	612945	BCL2L2	2521176
chr14	27530888	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC728755	TRUE	-	FALSE	0	FOXG1	-1236182
chr14	35364848	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	NFKBIA	FALSE	-	FALSE	36660	NFKBIA	36660
chr14	42636263	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LRFN5	FALSE	+	FALSE	731713	FSCB	1867884
chr14	43222614	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	FSCB	FALSE	-	FALSE	1281533	FSCB	1281533
chr14	44591889	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC105370473	FALSE	+	FALSE	53375	FSCB	-84592
chr14	46717350	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	RPL10L	FALSE	-	FALSE	-65524	FSCB	-2210053
chr14	47128774	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MDGA2	TRUE	-	FALSE	-0	FSCB	-2621477
chr14	53551000	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC101927620	FALSE	+	FALSE	393471	CDKN3	-845866
chr14	57822241	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SLC35F4	TRUE	-	FALSE	0	ARID4A	-476261
chr14	61555623	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC01303	FALSE	-	FALSE	647	MNAT1	586942
chr14	63170711	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	RHOJ	FALSE	+	FALSE	-33671	SYNE2	-682252
chr14	65020254	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	CHURC1-FNTB,FNTB,MAX	TRUE	+,+,-	FALSE	0	MAX	-0
chr14	65450068	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	FUT8	TRUE	+	FALSE	0	FUT8	0
chr14	66586179	+	hg38	50	testPatient	testPatient	GTSP9991	T-CELLS	M1	2	0.03919263178522438	GPHN	TRUE	+	FALSE	0	GPHN	0
chr14	66801931	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	GPHN	TRUE	+	FALSE	0	GPHN	0
chr14	70203124	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC646548	TRUE	+	FALSE	0	ZFP36L1	-1406880
chr14	72883721	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	DPF3	TRUE	-	FALSE	0	PNMA1	828060
chr14	73180189	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PSEN1	TRUE	+	FALSE	-0	PNMA1	531592
chr14	74438280	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SYNDIG1L	FALSE	-	FALSE	-12177	DLST	-443609
chr14	76438831	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ESRRB	TRUE	+	FALSE	-0	TGFB3	-455819
chr14	76630493	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ESRRB	FALSE	+	FALSE	128655	TGFB3	-647481
chr14	76652898	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	VASH1	FALSE	+	FALSE	-108992	TGFB3	-669886
chr14	78136828	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	NRXN3	FALSE	+	FALSE	-33543	DIO2	2060695
chr14	81407097	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	STON2	TRUE	-	FALSE	0	SEL1L	64448
chr14	93807649	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PRIMA1	FALSE	-	FALSE	-19228	UNC79	99772
chr14	95818459	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	TUNAR	FALSE	+	FALSE	-57931	TCL1A	-104262
chr14	97913606	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC01550	FALSE	-	FALSE	12002	VRK1	1031991
chr14	98648236	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	C14orf177	FALSE	+	FALSE	-63375	BCL11B	521049
chr15	29764778	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	TJP1	TRUE	-	FALSE	-0	TRPM1	1236281
chr15	35738503	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	DPH6-AS1	TRUE	+	FALSE	-0	NUTM1	1380765
chr15	37269128	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MEIS2	FALSE	-	FALSE	-167828	RASGRP1	1218967
chr15	38100182	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC01852	FALSE	-	FALSE	-27191	RASGRP1	387913
chr15	38274696	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SPRED1	TRUE	+	FALSE	0	RASGRP1	213399
chr15	41162738	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	EXD1	FALSE	-	FALSE	19988	SPINT1	305082
chr15	41334560	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	NUSAP1	TRUE	+	FALSE	0	TYRO3	-224460
chr15	48145412	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MYEF2	TRUE	-	FALSE	-0	SHC4	678323
chr15	48222985	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SLC12A1	TRUE	+	FALSE	0	SHC4	600750
chr15	52182867	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	GNB5,CERNA1	TRUE	-,+	FALSE	0	MAPK6	116601
chr15	53775322	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	WDR72	FALSE	-	FALSE	-12443	C15orf65	-1633201
chr15	53903880	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	UNC13C	FALSE	+	FALSE	-74298	C15orf65	-1504643
chr15	59510583	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	FAM81A	TRUE	+	FALSE	-0	GCNT3	-101198
chr15	61739689	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINC02349	FALSE	+	FALSE	8299	LACTB	-1382109
chr15	63235400	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	RAB8B	TRUE	+	FALSE	-0	LACTB	93334
chr15	71076949	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LRRC49	FALSE	+	FALSE	26851	PKM	1122078
chr15	72149592	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	SENP8	FALSE	+	FALSE	8621	PKM	49435
chr15	77889753	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LOC645752	FALSE	-	FALSE	24462	CHRNB4	734356
chr15	78523403	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	HYKK	TRUE	+	FALSE	-0	CHRNB4	100706
chr15	80560633	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ARNT2,LOC101929586	TRUE	+,-	FALSE	0	BCL2A1	-589331
chr15	81601811	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	TMC3-AS1	FALSE	+	FALSE	158734	IL16	289047
chr15	85138262	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	PDE8A	TRUE	+	TRUE	-0	AKAP13	-242352
chr15	94523412	-	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	MCTP2	FALSE	+	FALSE	39459	CHD2	1495404
chr15	100597638	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	LINS1	TRUE	-	FALSE	0	IGF1R	1633107
chr15	27107046	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	GABRG3	TRUE	+	FALSE	0	UBE3A	-1667989
chr15	27709085	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	OCA2	FALSE	-	FALSE	45788	UBE3A	-2270028
chr15	32574321	+	hg38	78	testPatient	testPatient	GTSP9991	T-CELLS	M1	4	0.07838526357044875	LINC02256	TRUE	+	FALSE	-0	GREM1	-143681
chr15	35181378	+	hg38	125	testPatient	testPatient	GTSP9991	T-CELLS	M1	5	0.09798157946306094	ANP32AP1	FALSE	+	FALSE	-55946	NUTM1	823640
